frame,time,offset,recv time,send,the
314,0.05194068,0.002220631,1641863037,1641863037,0.049730062
315,0.041933775,0.002119303,1641863037,1641863037,0.039820194
316,0.039829254,0.001924515,1641863037,1641863037,0.037919998
317,0.040162086,0.002250671,1641863037,1641863037,0.037919998
318,0.041889548,0.002123475,1641863037,1641863037,0.03978014
319,0.042281628,0.002708912,1641863037,1641863037,0.03959012
320,0.040471792,0.002223253,1641863037,1641863037,0.038259983
321,0.038281083,0.000775456,1641863037,1641863037,0.03752017
322,0.168885112,0.002148032,1641863037,1641863037,0.166749954
323,0.050594568,0.002270937,1641863038,1641863037,0.048340082
324,0.040469646,0.002235889,1641863038,1641863038,0.038249969
325,0.045108318,0.002228737,1641863038,1641863038,0.042890072
326,0.040603399,0.002563715,1641863038,1641863038,0.03805995
327,0.041044474,0.002293348,1641863038,1641863038,0.038760185
328,0.052223802,0.00218451,1641863038,1641863038,0.05005002
329,0.041852474,0.002252579,1641863038,1641863038,0.039610147
330,0.040372849,0.002175331,1641863038,1641863038,0.038210154
331,0.044411898,0.002197266,1641863038,1641863038,0.042229891
332,0.043887258,0.001907229,1641863038,1641863038,0.041989803
333,0.031041622,0.002250195,1641863038,1641863038,0.028799772
334,0.041950464,0.002193451,1641863038,1641863038,0.039770126
335,0.040756106,0.002083182,1641863038,1641863038,0.038680077
336,0.040541172,0.002139091,1641863038,1641863038,0.038410187
337,0.040535927,0.002218485,1641863038,1641863038,0.03832984
338,0.040699244,0.002237082,1641863038,1641863038,0.03847003
339,0.040113091,0.002318025,1641863038,1641863038,0.037810087
340,0.040441751,0.00239563,1641863038,1641863038,0.03805995
341,0.040597558,0.002178311,1641863038,1641863038,0.038430214
342,0.040338039,0.002250195,1641863038,1641863038,0.038100004
343,0.040458322,0.002169967,1641863038,1641863038,0.038300037
344,0.040225983,0.002189159,1641863038,1641863038,0.038049936
345,0.04231286,0.002099991,1641863038,1641863038,0.040230036
346,0.042368293,0.003318667,1641863038,1641863038,0.039059877
347,0.041559339,0.002162576,1641863038,1641863038,0.039399862
348,0.04084599,0.002308488,1641863039,1641863038,0.0385499
349,0.044003248,0.002277374,1641863039,1641863039,0.041739941
350,0.040276051,0.002189398,1641863039,1641863039,0.038100004
351,0.044110656,0.002218127,1641863039,1641863039,0.041909933
352,0.039476871,0.002240181,1641863039,1641863039,0.037240028
353,0.039095283,0.001191497,1641863039,1641863039,0.037910223
354,0.041278124,0.002019644,1641863039,1641863039,0.039269924
355,0.036979675,0.002029419,1641863039,1641863039,0.034960032
356,0.038046598,0.000286579,1641863039,1641863039,0.037780046
357,0.030878305,0.002130985,1641863039,1641863039,0.028759956
358,0.040914297,0.002068281,1641863039,1641863039,0.038860083
359,0.051617265,0.002036929,1641863039,1641863039,0.049589872
360,0.040748239,0.002253413,1641863039,1641863039,0.038510084
361,0.032224655,0.002135277,1641863039,1641863039,0.030109882
362,0.042375445,0.002482772,1641863039,1641863039,0.039900064
363,0.039643764,0.002080441,1641863039,1641863039,0.03757
364,0.041523099,0.002195239,1641863039,1641863039,0.039340019
365,0.04826951,0.002746344,1641863039,1641863039,0.045529842
366,0.040426493,0.002282381,1641863039,1641863039,0.038150072
367,0.045745254,0.002299905,1641863039,1641863039,0.043460131
368,0.041062474,0.002679467,1641863039,1641863039,0.038389921
369,0.044220448,0.002238274,1641863039,1641863039,0.041990042
370,0.031205535,0.002251744,1641863039,1641863039,0.02895999
371,0.04610002,0.002258897,1641863039,1641863039,0.043859959
372,0.045279145,0.004126191,1641863039,1641863039,0.041169882
373,0.040416956,0.002336025,1641863040,1641863039,0.038090229
374,0.036094308,0.002129912,1641863040,1641863040,0.033969879
375,0.042656064,0.002569795,1641863040,1641863040,0.040089846
376,0.045553327,0.002772689,1641863040,1641863040,0.042789936
377,0.040476322,0.002300262,1641863040,1641863040,0.038180113
378,0.041230679,0.002341032,1641863040,1641863040,0.038900137
379,0.052125216,0.002215624,1641863040,1641863040,0.049920082
380,0.049739003,0.002322555,1641863040,1641863040,0.047430038
381,0.039968014,0.002036095,1641863040,1641863040,0.037950039
382,0.043494582,0.002245069,1641863040,1641863040,0.041260004
383,0.040798068,0.002979636,1641863040,1641863040,0.037820101
384,0.043835044,0.002203822,1641863040,1641863040,0.041640043
385,0.053366065,0.002233863,1641863040,1641863040,0.051139832
386,0.051885486,0.002294421,1641863040,1641863040,0.0496099
387,0.040474772,0.00226438,1641863040,1641863040,0.038220167
388,0.04386735,0.002240896,1641863040,1641863040,0.04163003
389,0.041631818,0.00276649,1641863040,1641863040,0.03888011
390,0.040539026,0.002267122,1641863040,1641863040,0.03828001
391,0.040780067,0.00220871,1641863040,1641863040,0.038579941
392,0.04054749,0.002234578,1641863040,1641863040,0.038320065
393,0.04144752,0.002233624,1641863040,1641863040,0.039220095
394,0.041472435,0.002921581,1641863040,1641863040,0.038559914
395,0.041196346,0.002315283,1641863040,1641863040,0.038889885
396,0.054105997,0.002196789,1641863040,1641863040,0.051920176
397,0.04027915,0.002144337,1641863041,1641863040,0.038150072
398,0.040568233,0.002227902,1641863041,1641863041,0.038349867
399,0.040849805,0.002237439,1641863041,1641863041,0.038619995
400,0.047349095,0.002132058,1641863041,1641863041,0.04523015
401,0.044674754,0.002206206,1641863041,1641863041,0.042479992
402,0.040658832,0.002043366,1641863041,1641863041,0.038630009
403,0.044744015,0.002268791,1641863041,1641863041,0.042490005
404,0.040594816,0.002287388,1641863041,1641863041,0.038319826
405,0.040857196,0.002173066,1641863041,1641863041,0.038700104
406,0.04063797,0.002215385,1641863041,1641863041,0.038429976
407,0.054170489,0.00213182,1641863041,1641863041,0.052059889
408,0.040342331,0.002207518,1641863041,1641863041,0.038140059
409,0.044267416,0.002178669,1641863041,1641863041,0.042099953
410,0.031303167,0.002156973,1641863041,1641863041,0.029160023
411,0.045791388,0.002109766,1641863041,1641863041,0.04369998
412,0.04240036,0.004101753,1641863041,1641863041,0.038310051
413,0.052164674,0.00220263,1641863041,1641863041,0.049979925
414,0.054652095,0.002118945,1641863041,1641863041,0.052540064
415,0.040619373,0.002112389,1641863041,1641863041,0.038519859
416,0.040056109,0.002191424,1641863041,1641863041,0.037879944
417,0.054201007,0.002200246,1641863041,1641863041,0.052019835
418,0.04494381,0.00232029,1641863041,1641863041,0.042629957
419,0.040619016,0.002275825,1641863041,1641863041,0.038360119
420,0.044748187,0.002300382,1641863041,1641863041,0.042459965
421,0.045016289,0.00213933,1641863042,1641863041,0.042889833
422,0.047037005,0.002275825,1641863042,1641863042,0.044770002
423,0.042816043,0.004102588,1641863042,1641863042,0.038720131
424,0.040840387,0.002231121,1641863042,1641863042,0.038619995
425,0.040431023,0.002165556,1641863042,1641863042,0.03828001
426,0.040641189,0.002236485,1641863042,1641863042,0.0384202
427,0.048817754,0.002157807,1641863042,1641863042,0.046679974
428,0.04006207,0.002290368,1641863042,1641863042,0.037780046
429,0.051446438,0.002131701,1641863042,1641863042,0.049329996
430,0.041710019,0.002819419,1641863042,1641863042,0.038899899
431,0.040967464,0.0027771,1641863042,1641863042,0.038199902
432,0.04045558,0.002224684,1641863042,1641863042,0.038239956
433,0.060399413,0.002167344,1641863042,1641863042,0.058239937
434,0.045058727,0.002851248,1641863042,1641863042,0.042219877
435,0.048807859,0.002217531,1641863042,1641863042,0.046610117
436,0.039731622,0.002057433,1641863042,1641863042,0.037689924
437,0.040144801,0.002198577,1641863042,1641863042,0.037959814
438,0.044169545,0.002042651,1641863042,1641863042,0.042140007
439,0.040572286,0.002705216,1641863042,1641863042,0.037879944
440,0.040324569,0.002210498,1641863042,1641863042,0.038130045
441,0.053289056,0.002283931,1641863042,1641863042,0.051019907
442,0.042974591,0.002273917,1641863042,1641863042,0.040719986
443,0.04108119,0.002295256,1641863042,1641863042,0.038800001
444,0.039886475,0.002238274,1641863043,1641863042,0.037659883
445,0.044432163,0.002164841,1641863043,1641863043,0.042279959
446,0.053254843,0.002799749,1641863043,1641863043,0.050469875
447,0.050300956,0.002205491,1641863043,1641863043,0.048110008
448,0.039987087,0.002028465,1641863043,1641863043,0.037970066
449,0.041179657,0.002056599,1641863043,1641863043,0.039130211
450,0.039889216,0.002471805,1641863043,1641863043,0.037430048
451,0.042242646,0.002163291,1641863043,1641863043,0.040089846
452,0.041357398,0.002526641,1641863043,1641863043,0.038840055
453,0.043985248,0.002202153,1641863043,1641863043,0.041800022
454,0.052989841,0.002251267,1641863043,1641863043,0.050750017
455,0.048475623,0.002162576,1641863043,1641863043,0.046329975
456,0.040875793,0.002138257,1641863043,1641863043,0.038749933
457,0.041347146,0.002231956,1641863043,1641863043,0.039129972
458,0.041646242,0.002426863,1641863043,1641863043,0.039230108
459,0.041569352,0.002495646,1641863043,1641863043,0.039089918
460,0.044524193,0.002504826,1641863043,1641863043,0.042039871
461,0.049623489,0.002168179,1641863043,1641863043,0.047470093
462,0.042266488,0.002226472,1641863043,1641863043,0.040049791
