T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641512163.716740030s,1641512163.718024775s,1641512163.718245478s,1641512163.717062642s,0.001285s,-0.001183s,0.000051s,0.001234s
1641512163.717237750s,1641512163.718636388s,1641512163.718840290s,1641512163.717768439s,0.001399s,-0.001072s,0.000163s,0.001235s
1641512163.717995476s,1641512163.719383231s,1641512163.719586750s,1641512163.718499446s,0.001388s,-0.001087s,0.000150s,0.001238s
1641512163.718697211s,1641512163.720079708s,1641512163.720255291s,1641512163.719227848s,0.001382s,-0.001028s,0.000177s,0.001205s
1641512163.719423321s,1641512163.720818488s,1641512163.721007927s,1641512163.719891561s,0.001395s,-0.001116s,0.000139s,0.001256s
1641512163.720084586s,1641512163.721414388s,1641512163.721595571s,1641512163.720512669s,0.001330s,-0.001083s,0.000123s,0.001206s
1641512163.720734862s,1641512163.722096433s,1641512163.722278224s,1641512163.721225081s,0.001362s,-0.001053s,0.000154s,0.001207s
1641512163.721428107s,1641512163.722768301s,1641512163.722912524s,1641512163.721771396s,0.001340s,-0.001141s,0.000100s,0.001241s
1641512163.721974109s,1641512163.723246410s,1641512163.723432713s,1641512163.722311773s,0.001272s,-0.001121s,0.000076s,0.001197s
1641512163.722495579s,1641512163.723779335s,1641512163.723968582s,1641512163.722818347s,0.001284s,-0.001150s,0.000067s,0.001217s
1641512163.723011737s,1641512163.724295589s,1641512163.724473476s,1641512163.723333932s,0.001284s,-0.001140s,0.000072s,0.001212s
1641512163.723527009s,1641512163.724815138s,1641512163.724963105s,1641512163.723852121s,0.001288s,-0.001111s,0.000089s,0.001200s
1641512163.724046344s,1641512163.725329119s,1641512163.725508606s,1641512163.724378591s,0.001283s,-0.001130s,0.000076s,0.001207s
1641512163.724570679s,1641512163.725849820s,1641512163.726037307s,1641512163.724890686s,0.001279s,-0.001147s,0.000066s,0.001213s
1641512163.725085847s,1641512163.726370361s,1641512163.726547096s,1641512163.725406531s,0.001285s,-0.001140s,0.000072s,0.001212s
1641512163.725599348s,1641512163.726880150s,1641512163.727061782s,1641512163.725931127s,0.001281s,-0.001131s,0.000075s,0.001206s
1641512163.726121339s,1641512163.727406036s,1641512163.727589619s,1641512163.726445305s,0.001285s,-0.001144s,0.000070s,0.001215s
1641512163.726636820s,1641512163.727919889s,1641512163.728105072s,1641512163.726957140s,0.001283s,-0.001148s,0.000067s,0.001215s
1641512163.727152873s,1641512163.728434926s,1641512163.728612749s,1641512163.727482881s,0.001282s,-0.001130s,0.000076s,0.001206s
1641512163.727674760s,1641512163.728959723s,1641512163.729151498s,1641512163.728017060s,0.001285s,-0.001134s,0.000075s,0.001210s
1641512163.728203366s,1641512163.729485576s,1641512163.729671367s,1641512163.728511498s,0.001282s,-0.001160s,0.000061s,0.001221s
1641512163.728729472s,1641512163.730073413s,1641512163.730211876s,1641512163.729047813s,0.001344s,-0.001164s,0.000090s,0.001254s
1641512163.729240109s,1641512163.730520067s,1641512163.730713122s,1641512163.729564179s,0.001280s,-0.001149s,0.000065s,0.001214s
1641512163.729756996s,1641512163.731039552s,1641512163.731281502s,1641512163.730171693s,0.001282s,-0.001110s,0.000086s,0.001196s
1641512163.730368833s,1641512163.731654300s,1641512163.731838875s,1641512163.730686340s,0.001286s,-0.001153s,0.000067s,0.001219s
1641512163.730877907s,1641512163.732176986s,1641512163.732323353s,1641512163.731211352s,0.001299s,-0.001112s,0.000094s,0.001206s
1641512163.731463233s,1641512163.732761014s,1641512163.733016149s,1641512163.731856888s,0.001298s,-0.001159s,0.000069s,0.001229s
1641512163.732101268s,1641512163.733450067s,1641512163.733588946s,1641512163.732480548s,0.001349s,-0.001108s,0.000120s,0.001229s
1641512163.732778315s,1641512163.734126479s,1641512163.734266638s,1641512163.733146084s,0.001348s,-0.001120s,0.000114s,0.001234s
1641512163.733401142s,1641512163.734748971s,1641512163.734889579s,1641512163.733707295s,0.001348s,-0.001182s,0.000083s,0.001265s
1641512163.733962144s,1641512163.735305800s,1641512163.735447112s,1641512163.734272360s,0.001344s,-0.001175s,0.000084s,0.001259s
1641512163.734527105s,1641512163.735874757s,1641512163.736014789s,1641512163.734845654s,0.001348s,-0.001169s,0.000089s,0.001258s
1641512163.735099566s,1641512163.736445826s,1641512163.736584673s,1641512163.735418896s,0.001346s,-0.001166s,0.000090s,0.001256s
1641512163.735682236s,1641512163.737026591s,1641512163.737169662s,1641512163.736062817s,0.001344s,-0.001107s,0.000119s,0.001226s
1641512163.736317875s,1641512163.737669755s,1641512163.737809307s,1641512163.736629705s,0.001352s,-0.001180s,0.000086s,0.001266s
1641512163.736893253s,1641512163.738245912s,1641512163.738387064s,1641512163.737211802s,0.001353s,-0.001175s,0.000089s,0.001264s
1641512163.737475610s,1641512163.738819285s,1641512163.738958452s,1641512163.737861088s,0.001344s,-0.001097s,0.000123s,0.001220s
1641512163.738112812s,1641512163.739460946s,1641512163.739601969s,1641512163.738510426s,0.001348s,-0.001091s,0.000128s,0.001220s
1641512163.738765431s,1641512163.740113934s,1641512163.740254349s,1641512163.739074814s,0.001348s,-0.001180s,0.000084s,0.001264s
1641512163.739317527s,1641512163.740667947s,1641512163.740815466s,1641512163.739729672s,0.001351s,-0.001086s,0.000132s,0.001218s
1641512163.739973063s,1641512163.741322184s,1641512163.741461447s,1641512163.740352499s,0.001349s,-0.001109s,0.000120s,0.001229s
1641512163.740607505s,1641512163.741972036s,1641512163.742110979s,1641512163.740926679s,0.001364s,-0.001184s,0.000090s,0.001274s
1641512163.741181529s,1641512163.742471009s,1641512163.742726336s,1641512163.741624664s,0.001289s,-0.001102s,0.000094s,0.001196s
1641512163.741883003s,1641512163.743225053s,1641512163.743371068s,1641512163.742247282s,0.001342s,-0.001124s,0.000109s,0.001233s
1641512163.742499528s,1641512163.743847130s,1641512163.743985433s,1641512163.742824900s,0.001348s,-0.001161s,0.000093s,0.001254s
1641512163.743081676s,1641512163.744429751s,1641512163.744568598s,1641512163.743413246s,0.001348s,-0.001155s,0.000096s,0.001252s
1641512163.743669971s,1641512163.745011827s,1641512163.745155251s,1641512163.743965238s,0.001342s,-0.001190s,0.000076s,0.001266s
1641512163.744222796s,1641512163.745567184s,1641512163.745706704s,1641512163.744546397s,0.001344s,-0.001160s,0.000092s,0.001252s
1641512163.744855102s,1641512163.746198669s,1641512163.746337004s,1641512163.745205371s,0.001343s,-0.001132s,0.000106s,0.001238s
1641512163.745474804s,1641512163.746817289s,1641512163.746955337s,1641512163.745828823s,0.001343s,-0.001127s,0.000108s,0.001235s
1641512163.746087839s,1641512163.747434054s,1641512163.747571973s,1641512163.746411076s,0.001346s,-0.001161s,0.000093s,0.001254s
1641512163.746664415s,1641512163.748013987s,1641512163.748178818s,1641512163.747018485s,0.001349s,-0.001160s,0.000095s,0.001255s
1641512163.747270314s,1641512163.748618496s,1641512163.748775231s,1641512163.747672302s,0.001348s,-0.001103s,0.000123s,0.001226s
1641512163.747925954s,1641512163.749273564s,1641512163.749413787s,1641512163.748235753s,0.001348s,-0.001178s,0.000085s,0.001263s
1641512163.748491488s,1641512163.749840537s,1641512163.749980568s,1641512163.748796547s,0.001349s,-0.001184s,0.000082s,0.001266s
1641512163.749061918s,1641512163.750411190s,1641512163.750539093s,1641512163.749372237s,0.001349s,-0.001167s,0.000091s,0.001258s
1641512163.749630524s,1641512163.750973907s,1641512163.751121810s,1641512163.749956053s,0.001343s,-0.001166s,0.000089s,0.001255s
1641512163.750215382s,1641512163.751558960s,1641512163.751699951s,1641512163.750593255s,0.001344s,-0.001107s,0.000118s,0.001225s
1641512163.750849407s,1641512163.752136972s,1641512163.752391371s,1641512163.751260406s,0.001287s,-0.001131s,0.000078s,0.001209s
1641512163.751514266s,1641512163.752857288s,1641512163.752997576s,1641512163.751899639s,0.001343s,-0.001098s,0.000123s,0.001220s
1641512163.752153603s,1641512163.753498213s,1641512163.753636100s,1641512163.752542623s,0.001345s,-0.001093s,0.000126s,0.001219s
1641512163.752832369s,1641512163.754175329s,1641512163.754317856s,1641512163.753202377s,0.001343s,-0.001115s,0.000114s,0.001229s
1641512163.753643950s,1641512163.754987197s,1641512163.755125916s,1641512163.753996250s,0.001343s,-0.001130s,0.000107s,0.001237s
1641512163.754269225s,1641512163.755612377s,1641512163.755753817s,1641512163.754662775s,0.001343s,-0.001091s,0.000126s,0.001217s
1641512163.754916687s,1641512163.756265238s,1641512163.756407509s,1641512163.755307478s,0.001348s,-0.001100s,0.000124s,0.001224s
1641512163.755577432s,1641512163.756925842s,1641512163.757070033s,1641512163.755962857s,0.001348s,-0.001107s,0.000121s,0.001228s
1641512163.756218176s,1641512163.757561359s,1641512163.757700110s,1641512163.756601778s,0.001343s,-0.001098s,0.000122s,0.001221s
1641512163.756863086s,1641512163.758207531s,1641512163.758348650s,1641512163.757252262s,0.001344s,-0.001096s,0.000124s,0.001220s
1641512163.757508934s,1641512163.758863336s,1641512163.759063974s,1641512163.757910714s,0.001354s,-0.001153s,0.000101s,0.001254s
1641512163.758163012s,1641512163.759515940s,1641512163.759719363s,1641512163.758559375s,0.001353s,-0.001160s,0.000097s,0.001256s
1641512163.758815631s,1641512163.760143617s,1641512163.760481823s,1641512163.759408613s,0.001328s,-0.001073s,0.000127s,0.001201s
1641512163.759663567s,1641512163.761037116s,1641512163.761235931s,1641512163.760134568s,0.001374s,-0.001101s,0.000136s,0.001238s
1641512163.760387438s,1641512163.761780056s,1641512163.761966231s,1641512163.760897814s,0.001393s,-0.001068s,0.000162s,0.001230s
1641512163.761155008s,1641512163.762493268s,1641512163.762834770s,1641512163.761763355s,0.001338s,-0.001071s,0.000134s,0.001205s
1641512163.762021590s,1641512163.763358863s,1641512163.763549166s,1641512163.762483580s,0.001337s,-0.001065s,0.000136s,0.001201s
1641512163.762738898s,1641512163.764061803s,1641512163.764329482s,1641512163.763230784s,0.001323s,-0.001099s,0.000112s,0.001211s
1641512163.763488759s,1641512163.764759847s,1641512163.764968230s,1641512163.763863559s,0.001271s,-0.001105s,0.000083s,0.001188s
1641512163.764116273s,1641512163.765473539s,1641512163.765614531s,1641512163.764513105s,0.001357s,-0.001101s,0.000128s,0.001229s
1641512163.764819050s,1641512163.766163424s,1641512163.766306719s,1641512163.765204215s,0.001344s,-0.001102s,0.000121s,0.001223s
1641512163.765458127s,1641512163.766801244s,1641512163.766941883s,1641512163.765842615s,0.001343s,-0.001099s,0.000122s,0.001221s
1641512163.766080485s,1641512163.767436345s,1641512163.767577560s,1641512163.766470494s,0.001356s,-0.001107s,0.000124s,0.001232s
1641512163.766682895s,1641512163.768030485s,1641512163.768169429s,1641512163.767008423s,0.001348s,-0.001161s,0.000093s,0.001254s
1641512163.767259939s,1641512163.768603442s,1641512163.768755697s,1641512163.767652657s,0.001343s,-0.001103s,0.000120s,0.001223s
1641512163.767908652s,1641512163.769269359s,1641512163.769409966s,1641512163.768311995s,0.001361s,-0.001098s,0.000131s,0.001229s
1641512163.768563615s,1641512163.769907275s,1641512163.770048106s,1641512163.768874768s,0.001344s,-0.001173s,0.000085s,0.001258s
1641512163.769134201s,1641512163.770481864s,1641512163.770621191s,1641512163.769460146s,0.001348s,-0.001161s,0.000093s,0.001254s
1641512163.769717079s,1641512163.771064357s,1641512163.771203204s,1641512163.770019326s,0.001347s,-0.001184s,0.000082s,0.001266s
1641512163.770278654s,1641512163.771626434s,1641512163.771751585s,1641512163.770590849s,0.001348s,-0.001161s,0.000093s,0.001254s
1641512163.770848511s,1641512163.772196031s,1641512163.772338206s,1641512163.771159716s,0.001348s,-0.001179s,0.000085s,0.001263s
1641512163.771418108s,1641512163.772769564s,1641512163.772909787s,1641512163.771743740s,0.001351s,-0.001166s,0.000093s,0.001259s
1641512163.771994475s,1641512163.773281593s,1641512163.773536663s,1641512163.772428964s,0.001287s,-0.001108s,0.000090s,0.001197s
1641512163.772686626s,1641512163.774033973s,1641512163.774179380s,1641512163.773043562s,0.001347s,-0.001136s,0.000106s,0.001242s
1641512163.773242108s,1641512163.774519570s,1641512163.774697329s,1641512163.773560344s,0.001278s,-0.001137s,0.000070s,0.001207s
1641512163.773752276s,1641512163.775034639s,1641512163.775219022s,1641512163.774074367s,0.001282s,-0.001145s,0.000069s,0.001214s
1641512163.774267340s,1641512163.775545708s,1641512163.775728587s,1641512163.774588232s,0.001278s,-0.001140s,0.000069s,0.001209s
1641512163.774781883s,1641512163.776063946s,1641512163.776217897s,1641512163.775113036s,0.001282s,-0.001105s,0.000089s,0.001193s
1641512163.775307155s,1641512163.776584551s,1641512163.776817733s,1641512163.775657372s,0.001277s,-0.001160s,0.000059s,0.001219s
1641512163.775843990s,1641512163.777127556s,1641512163.777316707s,1641512163.776148945s,0.001283s,-0.001168s,0.000058s,0.001226s
1641512163.776340564s,1641512163.777621601s,1641512163.777805728s,1641512163.776661770s,0.001281s,-0.001144s,0.000069s,0.001212s
1641512163.776854951s,1641512163.778138430s,1641512163.778318077s,1641512163.777174698s,0.001283s,-0.001143s,0.000070s,0.001213s
1641512163.777366525s,1641512163.778648795s,1641512163.778832922s,1641512163.777691064s,0.001282s,-0.001142s,0.000070s,0.001212s
1641512163.777884819s,1641512163.779227512s,1641512163.779366167s,1641512163.778245816s,0.001343s,-0.001120s,0.000111s,0.001232s
1641512163.778429623s,1641512163.779714230s,1641512163.779896469s,1641512163.778737442s,0.001285s,-0.001159s,0.000063s,0.001222s
1641512163.778931561s,1641512163.780217107s,1641512163.780362162s,1641512163.779253704s,0.001286s,-0.001108s,0.000089s,0.001197s
1641512163.779445115s,1641512163.780731472s,1641512163.780886319s,1641512163.779765591s,0.001286s,-0.001121s,0.000083s,0.001204s
1641512163.779960335s,1641512163.781239533s,1641512163.781423724s,1641512163.780303103s,0.001279s,-0.001121s,0.000079s,0.001200s
1641512163.780486232s,1641512163.781770922s,1641512163.781917193s,1641512163.780794104s,0.001285s,-0.001123s,0.000081s,0.001204s
1641512163.780992390s,1641512163.782277416s,1641512163.782455751s,1641512163.781320262s,0.001285s,-0.001135s,0.000075s,0.001210s
1641512163.781509068s,1641512163.782792933s,1641512163.782978244s,1641512163.781840378s,0.001284s,-0.001138s,0.000073s,0.001211s
1641512163.782037101s,1641512163.783319586s,1641512163.783498369s,1641512163.782356119s,0.001282s,-0.001142s,0.000070s,0.001212s
1641512163.782548051s,1641512163.783830559s,1641512163.784059966s,1641512163.782884517s,0.001283s,-0.001175s,0.000054s,0.001229s
1641512163.783071292s,1641512163.784360924s,1641512163.784508795s,1641512163.783378017s,0.001290s,-0.001131s,0.000080s,0.001210s
1641512163.783569584s,1641512163.784857753s,1641512163.785008281s,1641512163.783890113s,0.001288s,-0.001118s,0.000085s,0.001203s
1641512163.784085377s,1641512163.785364279s,1641512163.785548758s,1641512163.784405958s,0.001279s,-0.001143s,0.000068s,0.001211s
1641512163.784598358s,1641512163.785879732s,1641512163.786057843s,1641512163.784876385s,0.001281s,-0.001182s,0.000050s,0.001232s
1641512163.785073161s,1641512163.786356465s,1641512163.786541840s,1641512163.785404054s,0.001283s,-0.001138s,0.000073s,0.001211s
1641512163.785596141s,1641512163.786878958s,1641512163.787056333s,1641512163.785897242s,0.001283s,-0.001159s,0.000062s,0.001221s
1641512163.786089694s,1641512163.787433163s,1641512163.787576907s,1641512163.786416160s,0.001343s,-0.001161s,0.000091s,0.001252s
1641512163.786652311s,1641512163.788006440s,1641512163.788131688s,1641512163.787035237s,0.001354s,-0.001096s,0.000129s,0.001225s
1641512163.787277013s,1641512163.788624741s,1641512163.788778340s,1641512163.787607854s,0.001348s,-0.001170s,0.000089s,0.001259s
1641512163.787800984s,1641512163.789090850s,1641512163.789236673s,1641512163.788126251s,0.001290s,-0.001111s,0.000090s,0.001200s
1641512163.788365215s,1641512163.789711359s,1641512163.789854910s,1641512163.788671108s,0.001346s,-0.001184s,0.000081s,0.001265s
1641512163.788867414s,1641512163.790148700s,1641512163.790327420s,1641512163.789192995s,0.001281s,-0.001134s,0.000073s,0.001208s
1641512163.789429823s,1641512163.790783353s,1641512163.790924216s,1641512163.789734309s,0.001354s,-0.001190s,0.000082s,0.001272s
1641512163.789979263s,1641512163.791321206s,1641512163.791461909s,1641512163.790361824s,0.001342s,-0.001100s,0.000121s,0.001221s
1641512163.790618809s,1641512163.791965203s,1641512163.792104786s,1641512163.790987775s,0.001346s,-0.001117s,0.000115s,0.001232s
1641512163.791181947s,1641512163.792453040s,1641512163.792676527s,1641512163.791524350s,0.001271s,-0.001152s,0.000059s,0.001212s
1641512163.791761595s,1641512163.793109196s,1641512163.793252332s,1641512163.792063946s,0.001348s,-0.001188s,0.000080s,0.001268s
1641512163.792308118s,1641512163.793651561s,1641512163.793791081s,1641512163.792700679s,0.001343s,-0.001090s,0.000127s,0.001217s
1641512163.792951362s,1641512163.794299718s,1641512163.794440229s,1641512163.793329600s,0.001348s,-0.001111s,0.000119s,0.001229s
1641512163.793583772s,1641512163.794931266s,1641512163.795075170s,1641512163.793967896s,0.001347s,-0.001107s,0.000120s,0.001227s
1641512163.794221131s,1641512163.795568575s,1641512163.795711518s,1641512163.794592858s,0.001347s,-0.001119s,0.000114s,0.001233s
1641512163.794790936s,1641512163.796072284s,1641512163.796255995s,1641512163.795137037s,0.001281s,-0.001119s,0.000081s,0.001200s
1641512163.795330844s,1641512163.796677593s,1641512163.796821560s,1641512163.795646372s,0.001347s,-0.001175s,0.000086s,0.001261s
1641512163.795881481s,1641512163.797237526s,1641512163.797379765s,1641512163.796267480s,0.001356s,-0.001112s,0.000122s,0.001234s
1641512163.796464568s,1641512163.797743539s,1641512163.797920466s,1641512163.796782960s,0.001279s,-0.001137s,0.000071s,0.001208s
1641512163.797022966s,1641512163.798370608s,1641512163.798509839s,1641512163.797331098s,0.001348s,-0.001179s,0.000084s,0.001263s
1641512163.797646001s,1641512163.798991500s,1641512163.799132651s,1641512163.797949602s,0.001345s,-0.001183s,0.000081s,0.001264s
1641512163.798137627s,1641512163.799411786s,1641512163.799589097s,1641512163.798465968s,0.001274s,-0.001123s,0.000075s,0.001199s
1641512163.798661493s,1641512163.799941351s,1641512163.800094566s,1641512163.798983948s,0.001280s,-0.001111s,0.000085s,0.001195s
1641512163.799177599s,1641512163.800458052s,1641512163.800700739s,1641512163.799599744s,0.001280s,-0.001101s,0.000090s,0.001191s
1641512163.799809957s,1641512163.801157952s,1641512163.801300543s,1641512163.800118818s,0.001348s,-0.001182s,0.000083s,0.001265s
1641512163.800307625s,1641512163.801582014s,1641512163.801770653s,1641512163.800650445s,0.001275s,-0.001120s,0.000077s,0.001197s
1641512163.800888888s,1641512163.802236538s,1641512163.802378970s,1641512163.801275407s,0.001348s,-0.001103s,0.000122s,0.001226s
1641512163.801531663s,1641512163.802885335s,1641512163.803024534s,1641512163.801840837s,0.001354s,-0.001184s,0.000085s,0.001269s
1641512163.802097145s,1641512163.803444340s,1641512163.803584563s,1641512163.802474966s,0.001347s,-0.001110s,0.000119s,0.001228s
1641512163.802726795s,1641512163.804074384s,1641512163.804214800s,1641512163.803078157s,0.001348s,-0.001137s,0.000106s,0.001242s
1641512163.803336600s,1641512163.804684237s,1641512163.804834892s,1641512163.803732495s,0.001348s,-0.001102s,0.000123s,0.001225s
1641512163.803985105s,1641512163.805339849s,1641512163.805478761s,1641512163.804313029s,0.001355s,-0.001166s,0.000094s,0.001260s
1641512163.804498971s,1641512163.805846343s,1641512163.805986086s,1641512163.804860594s,0.001348s,-0.001126s,0.000111s,0.001237s
1641512163.805096537s,1641512163.806443459s,1641512163.806572771s,1641512163.805393835s,0.001347s,-0.001179s,0.000084s,0.001263s
1641512163.805648320s,1641512163.806996768s,1641512163.807139296s,1641512163.806032704s,0.001348s,-0.001107s,0.000121s,0.001228s
1641512163.806290731s,1641512163.807638429s,1641512163.807779260s,1641512163.806680115s,0.001348s,-0.001099s,0.000124s,0.001223s
1641512163.806934391s,1641512163.808282393s,1641512163.808422457s,1641512163.807306691s,0.001348s,-0.001116s,0.000116s,0.001232s
1641512163.807564458s,1641512163.808853750s,1641512163.809100789s,1641512163.807949571s,0.001289s,-0.001151s,0.000069s,0.001220s
1641512163.808147596s,1641512163.809427891s,1641512163.809609490s,1641512163.808420884s,0.001280s,-0.001189s,0.000046s,0.001234s
1641512163.808660368s,1641512163.810006896s,1641512163.810150223s,1641512163.809045690s,0.001347s,-0.001104s,0.000121s,0.001225s
1641512163.809350280s,1641512163.810697580s,1641512163.810837355s,1641512163.809709299s,0.001347s,-0.001128s,0.000110s,0.001238s
1641512163.809891595s,1641512163.811173418s,1641512163.811360168s,1641512163.810206550s,0.001282s,-0.001153s,0.000064s,0.001218s
1641512163.810411294s,1641512163.811679495s,1641512163.811872230s,1641512163.810735364s,0.001268s,-0.001137s,0.000066s,0.001203s
1641512163.810931410s,1641512163.812214628s,1641512163.812401827s,1641512163.811257147s,0.001283s,-0.001145s,0.000069s,0.001214s
1641512163.811448349s,1641512163.812735457s,1641512163.812886848s,1641512163.811776013s,0.001287s,-0.001111s,0.000088s,0.001199s
1641512163.812010445s,1641512163.813358910s,1641512163.813500093s,1641512163.812312327s,0.001348s,-0.001188s,0.000080s,0.001268s
1641512163.812559364s,1641512163.813907099s,1641512163.814047354s,1641512163.812945779s,0.001348s,-0.001101s,0.000123s,0.001225s
1641512163.813144742s,1641512163.814446744s,1641512163.814593751s,1641512163.813477875s,0.001302s,-0.001116s,0.000093s,0.001209s
1641512163.813714807s,1641512163.815069076s,1641512163.815210291s,1641512163.814097472s,0.001354s,-0.001113s,0.000121s,0.001234s
1641512163.814293310s,1641512163.815574513s,1641512163.815755344s,1641512163.814609880s,0.001281s,-0.001146s,0.000068s,0.001213s
1641512163.814804884s,1641512163.816086927s,1641512163.816264366s,1641512163.815131246s,0.001282s,-0.001133s,0.000075s,0.001208s
1641512163.815305260s,1641512163.816588332s,1641512163.816792331s,1641512163.815630320s,0.001283s,-0.001162s,0.000061s,0.001222s
1641512163.815870898s,1641512163.817218312s,1641512163.817363112s,1641512163.816178197s,0.001347s,-0.001185s,0.000081s,0.001266s
1641512163.816373306s,1641512163.817654342s,1641512163.817837829s,1641512163.816701282s,0.001281s,-0.001137s,0.000072s,0.001209s
1641512163.816932485s,1641512163.818282595s,1641512163.818424450s,1641512163.817310723s,0.001350s,-0.001114s,0.000118s,0.001232s
1641512163.817567083s,1641512163.818913887s,1641512163.819052158s,1641512163.817941779s,0.001347s,-0.001111s,0.000118s,0.001229s
1641512163.818195014s,1641512163.819542268s,1641512163.819685627s,1641512163.818590857s,0.001347s,-0.001095s,0.000126s,0.001221s
1641512163.818786747s,1641512163.820064953s,1641512163.820243160s,1641512163.819130452s,0.001278s,-0.001113s,0.000083s,0.001195s
1641512163.819368635s,1641512163.820714549s,1641512163.820853429s,1641512163.819737445s,0.001346s,-0.001116s,0.000115s,0.001231s
1641512163.819994222s,1641512163.821345554s,1641512163.821479153s,1641512163.820374700s,0.001351s,-0.001104s,0.000124s,0.001228s
1641512163.820664498s,1641512163.822012462s,1641512163.822145869s,1641512163.821021850s,0.001348s,-0.001124s,0.000112s,0.001236s
1641512163.821285814s,1641512163.822632523s,1641512163.822766730s,1641512163.821625197s,0.001347s,-0.001142s,0.000103s,0.001244s
1641512163.821828587s,1641512163.823100744s,1641512163.823282823s,1641512163.822177189s,0.001272s,-0.001106s,0.000083s,0.001189s
1641512163.822375943s,1641512163.823654341s,1641512163.823827460s,1641512163.822696940s,0.001278s,-0.001131s,0.000074s,0.001204s
1641512163.822889601s,1641512163.824233378s,1641512163.824366945s,1641512163.823209088s,0.001344s,-0.001158s,0.000093s,0.001251s
1641512163.823400654s,1641512163.824680352s,1641512163.825054302s,1641512163.823919156s,0.001280s,-0.001135s,0.000072s,0.001207s
1641512163.824107077s,1641512163.825391132s,1641512163.825578587s,1641512163.824413438s,0.001284s,-0.001165s,0.000059s,0.001225s
1641512163.824605630s,1641512163.825886809s,1641512163.826077304s,1641512163.824923866s,0.001281s,-0.001153s,0.000064s,0.001217s
1641512163.825161945s,1641512163.826518838s,1641512163.826658037s,1641512163.825549975s,0.001357s,-0.001108s,0.000124s,0.001232s
1641512163.825747427s,1641512163.827027603s,1641512163.827215602s,1641512163.826066184s,0.001280s,-0.001149s,0.000065s,0.001215s
1641512163.826267960s,1641512163.827545552s,1641512163.827718863s,1641512163.826582446s,0.001278s,-0.001137s,0.000071s,0.001207s
1641512163.826777294s,1641512163.828056301s,1641512163.828244172s,1641512163.827108135s,0.001279s,-0.001136s,0.000072s,0.001208s
1641512163.827299546s,1641512163.828581706s,1641512163.828819785s,1641512163.827639710s,0.001282s,-0.001180s,0.000051s,0.001231s
1641512163.827824402s,1641512163.829110727s,1641512163.829291238s,1641512163.828132534s,0.001286s,-0.001159s,0.000064s,0.001222s
1641512163.828324101s,1641512163.829609189s,1641512163.829800004s,1641512163.828657233s,0.001285s,-0.001143s,0.000071s,0.001214s
1641512163.828851457s,1641512163.830133570s,1641512163.830316193s,1641512163.829174849s,0.001282s,-0.001142s,0.000070s,0.001212s
1641512163.829366781s,1641512163.830651711s,1641512163.830796478s,1641512163.829686997s,0.001285s,-0.001110s,0.000088s,0.001197s
1641512163.829881220s,1641512163.831158012s,1641512163.831344603s,1641512163.830210602s,0.001277s,-0.001134s,0.000071s,0.001205s
1641512163.830402169s,1641512163.831684953s,1641512163.831840216s,1641512163.830723062s,0.001283s,-0.001117s,0.000083s,0.001200s
1641512163.830916608s,1641512163.832193495s,1641512163.832374934s,1641512163.831247241s,0.001277s,-0.001128s,0.000075s,0.001202s
1641512163.831439120s,1641512163.832782675s,1641512163.832924915s,1641512163.831771367s,0.001344s,-0.001153s,0.000095s,0.001249s
1641512163.831962049s,1641512163.833241361s,1641512163.833421424s,1641512163.832284035s,0.001279s,-0.001137s,0.000071s,0.001208s
1641512163.832475863s,1641512163.833758766s,1641512163.833938797s,1641512163.832795974s,0.001283s,-0.001143s,0.000070s,0.001213s
1641512163.832990770s,1641512163.834270795s,1641512163.834454826s,1641512163.833314319s,0.001280s,-0.001140s,0.000070s,0.001210s
1641512163.833505678s,1641512163.834788776s,1641512163.834973607s,1641512163.833828029s,0.001283s,-0.001146s,0.000069s,0.001214s
1641512163.834021575s,1641512163.835302022s,1641512163.835483237s,1641512163.834342208s,0.001281s,-0.001141s,0.000070s,0.001211s
1641512163.834533358s,1641512163.835825763s,1641512163.835972962s,1641512163.834856178s,0.001292s,-0.001117s,0.000088s,0.001204s
1641512163.835048005s,1641512163.836326336s,1641512163.836514143s,1641512163.835373012s,0.001278s,-0.001141s,0.000069s,0.001210s
1641512163.835607185s,1641512163.836954653s,1641512163.837094140s,1641512163.835940838s,0.001347s,-0.001153s,0.000097s,0.001250s
1641512163.836194958s,1641512163.837542329s,1641512163.837680249s,1641512163.836496528s,0.001347s,-0.001184s,0.000082s,0.001266s
1641512163.836795493s,1641512163.838138422s,1641512163.838277109s,1641512163.837152376s,0.001343s,-0.001125s,0.000109s,0.001234s
1641512163.837408320s,1641512163.838750515s,1641512163.838893906s,1641512163.837799735s,0.001342s,-0.001094s,0.000124s,0.001218s
1641512163.838053647s,1641512163.839396751s,1641512163.839535086s,1641512163.838453344s,0.001343s,-0.001082s,0.000131s,0.001212s
1641512163.838708349s,1641512163.840053772s,1641512163.840193291s,1641512163.839075024s,0.001345s,-0.001118s,0.000114s,0.001232s
1641512163.839328155s,1641512163.840672296s,1641512163.840818919s,1641512163.839711706s,0.001344s,-0.001107s,0.000118s,0.001226s
1641512163.839968535s,1641512163.841315109s,1641512163.841458212s,1641512163.840277083s,0.001347s,-0.001181s,0.000083s,0.001264s
1641512163.840533131s,1641512163.841875650s,1641512163.842014497s,1641512163.840826210s,0.001343s,-0.001188s,0.000077s,0.001265s
