T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641515169.565087187s,1641515169.576035340s,1641515169.576176620s,1641515169.565441206s,0.010948s,-0.010736s,0.000106s,0.010842s
1641515169.565679232s,1641515169.576627914s,1641515169.576770185s,1641515169.566044710s,0.010949s,-0.010725s,0.000112s,0.010837s
1641515169.566257111s,1641515169.577126344s,1641515169.577326247s,1641515169.566554409s,0.010869s,-0.010772s,0.000049s,0.010821s
1641515169.566827541s,1641515169.577774661s,1641515169.577918725s,1641515169.567178070s,0.010947s,-0.010741s,0.000103s,0.010844s
1641515169.567460420s,1641515169.578408099s,1641515169.578553666s,1641515169.567802251s,0.010947s,-0.010751s,0.000098s,0.010849s
1641515169.568101477s,1641515169.579051744s,1641515169.579194335s,1641515169.568433828s,0.010950s,-0.010761s,0.000095s,0.010855s
1641515169.568766492s,1641515169.579660285s,1641515169.579800893s,1641515169.569053634s,0.010894s,-0.010747s,0.000073s,0.010820s
1641515169.569286609s,1641515169.580244475s,1641515169.580388666s,1641515169.569683545s,0.010958s,-0.010705s,0.000126s,0.010832s
1641515169.569904227s,1641515169.580842584s,1641515169.581059927s,1641515169.570305903s,0.010938s,-0.010754s,0.000092s,0.010846s
1641515169.570483095s,1641515169.581400758s,1641515169.581611925s,1641515169.570903782s,0.010918s,-0.010708s,0.000105s,0.010813s
1641515169.571100661s,1641515169.581998708s,1641515169.582211763s,1641515169.571424419s,0.010898s,-0.010787s,0.000055s,0.010843s
1641515169.571648747s,1641515169.582622865s,1641515169.582836688s,1641515169.572191156s,0.010974s,-0.010645s,0.000164s,0.010810s
1641515169.572443818s,1641515169.583430222s,1641515169.583631405s,1641515169.572954819s,0.010987s,-0.010677s,0.000155s,0.010832s
1641515169.573206232s,1641515169.584163467s,1641515169.584349034s,1641515169.573717181s,0.010957s,-0.010632s,0.000163s,0.010795s
1641515169.573963749s,1641515169.584928743s,1641515169.585121095s,1641515169.574444229s,0.010965s,-0.010677s,0.000144s,0.010821s
1641515169.574681579s,1641515169.585628740s,1641515169.585814916s,1641515169.575158361s,0.010947s,-0.010657s,0.000145s,0.010802s
1641515169.575442221s,1641515169.586380513s,1641515169.586693728s,1641515169.576014162s,0.010938s,-0.010679s,0.000129s,0.010809s
1641515169.576231355s,1641515169.587196382s,1641515169.587339357s,1641515169.576621937s,0.010965s,-0.010717s,0.000124s,0.010841s
1641515169.576865171s,1641515169.587815067s,1641515169.587960155s,1641515169.577205075s,0.010950s,-0.010755s,0.000097s,0.010852s
1641515169.577389975s,1641515169.588276793s,1641515169.588424121s,1641515169.577632689s,0.010887s,-0.010792s,0.000048s,0.010839s
1641515169.577814673s,1641515169.588701336s,1641515169.588851607s,1641515169.578062804s,0.010887s,-0.010789s,0.000049s,0.010838s
1641515169.578299632s,1641515169.589247797s,1641515169.589389877s,1641515169.578637453s,0.010948s,-0.010752s,0.000098s,0.010850s
1641515169.578954856s,1641515169.589842675s,1641515169.589982834s,1641515169.579200226s,0.010888s,-0.010782s,0.000053s,0.010835s
1641515169.579414137s,1641515169.590292689s,1641515169.590502704s,1641515169.579745708s,0.010879s,-0.010757s,0.000061s,0.010818s
1641515169.579958473s,1641515169.590839631s,1641515169.591023342s,1641515169.580258011s,0.010881s,-0.010766s,0.000058s,0.010823s
1641515169.580481662s,1641515169.591362316s,1641515169.591554316s,1641515169.580806514s,0.010880s,-0.010748s,0.000066s,0.010814s
1641515169.581032769s,1641515169.591990794s,1641515169.592141257s,1641515169.581348974s,0.010958s,-0.010792s,0.000083s,0.010875s
1641515169.581569969s,1641515169.592516232s,1641515169.592657191s,1641515169.581868674s,0.010946s,-0.010788s,0.000079s,0.010867s
1641515169.582091908s,1641515169.593048037s,1641515169.593188357s,1641515169.582404155s,0.010956s,-0.010784s,0.000086s,0.010870s
1641515169.582625983s,1641515169.593585283s,1641515169.593730723s,1641515169.583022347s,0.010959s,-0.010708s,0.000126s,0.010834s
1641515169.583243706s,1641515169.594120289s,1641515169.594346752s,1641515169.583575277s,0.010877s,-0.010772s,0.000053s,0.010824s
1641515169.583844502s,1641515169.594792894s,1641515169.594936606s,1641515169.584244615s,0.010948s,-0.010692s,0.000128s,0.010820s
1641515169.584499152s,1641515169.595369628s,1641515169.595567227s,1641515169.584785513s,0.010870s,-0.010782s,0.000044s,0.010826s
1641515169.584957548s,1641515169.595904025s,1641515169.596050809s,1641515169.585309328s,0.010947s,-0.010741s,0.000103s,0.010844s
1641515169.585527406s,1641515169.596401591s,1641515169.596593431s,1641515169.585829548s,0.010874s,-0.010764s,0.000055s,0.010819s
1641515169.586061585s,1641515169.596949557s,1641515169.597132372s,1641515169.586355810s,0.010888s,-0.010777s,0.000056s,0.010832s
1641515169.586582639s,1641515169.597459635s,1641515169.597650674s,1641515169.586869729s,0.010877s,-0.010781s,0.000048s,0.010829s
1641515169.587141454s,1641515169.598090384s,1641515169.598232336s,1641515169.587447555s,0.010949s,-0.010785s,0.000082s,0.010867s
1641515169.587743343s,1641515169.598629710s,1641515169.598903661s,1641515169.588202572s,0.010886s,-0.010701s,0.000093s,0.010794s
1641515169.588494454s,1641515169.599438059s,1641515169.599580490s,1641515169.588833941s,0.010943s,-0.010746s,0.000098s,0.010845s
1641515169.589127073s,1641515169.600070952s,1641515169.600211239s,1641515169.589474477s,0.010944s,-0.010737s,0.000104s,0.010840s
1641515169.589757505s,1641515169.600706213s,1641515169.600846117s,1641515169.590105169s,0.010949s,-0.010741s,0.000104s,0.010845s
1641515169.590396009s,1641515169.601339939s,1641515169.601484930s,1641515169.590761851s,0.010944s,-0.010723s,0.000111s,0.010834s
1641515169.590979565s,1641515169.601851361s,1641515169.602036160s,1641515169.591290249s,0.010872s,-0.010746s,0.000063s,0.010809s
1641515169.591562703s,1641515169.602439358s,1641515169.602624285s,1641515169.591928389s,0.010877s,-0.010696s,0.000090s,0.010786s
1641515169.592194489s,1641515169.603072028s,1641515169.603262107s,1641515169.592537153s,0.010877s,-0.010725s,0.000076s,0.010801s
1641515169.592835441s,1641515169.603712345s,1641515169.603898392s,1641515169.593166699s,0.010877s,-0.010732s,0.000073s,0.010804s
1641515169.593404934s,1641515169.604352950s,1641515169.604492950s,1641515169.593724785s,0.010948s,-0.010768s,0.000090s,0.010858s
1641515169.593971353s,1641515169.604918612s,1641515169.605058483s,1641515169.594291986s,0.010947s,-0.010767s,0.000090s,0.010857s
1641515169.594491105s,1641515169.605440626s,1641515169.605581201s,1641515169.594825019s,0.010950s,-0.010756s,0.000097s,0.010853s
1641515169.594996690s,1641515169.605878672s,1641515169.606058671s,1641515169.595349979s,0.010882s,-0.010709s,0.000087s,0.010795s
1641515169.595563318s,1641515169.606511373s,1641515169.606653485s,1641515169.595882388s,0.010948s,-0.010771s,0.000088s,0.010859s
1641515169.596072392s,1641515169.606943115s,1641515169.607142283s,1641515169.596427036s,0.010871s,-0.010715s,0.000078s,0.010793s
1641515169.596667823s,1641515169.607617769s,1641515169.607757480s,1641515169.596991112s,0.010950s,-0.010767s,0.000092s,0.010858s
1641515169.597240701s,1641515169.608132998s,1641515169.608390949s,1641515169.597684930s,0.010892s,-0.010706s,0.000093s,0.010799s
1641515169.597928008s,1641515169.608876323s,1641515169.609021507s,1641515169.598322289s,0.010948s,-0.010699s,0.000125s,0.010824s
1641515169.598571721s,1641515169.609519521s,1641515169.609660576s,1641515169.598876312s,0.010948s,-0.010784s,0.000082s,0.010866s
1641515169.599120693s,1641515169.610070430s,1641515169.610223070s,1641515169.599450648s,0.010950s,-0.010772s,0.000089s,0.010861s
1641515169.599698258s,1641515169.610646620s,1641515169.610806875s,1641515169.600032485s,0.010948s,-0.010774s,0.000087s,0.010861s
1641515169.600279834s,1641515169.611228825s,1641515169.611378713s,1641515169.600674010s,0.010949s,-0.010705s,0.000122s,0.010827s
1641515169.601023289s,1641515169.611972022s,1641515169.612113494s,1641515169.601338922s,0.010949s,-0.010775s,0.000087s,0.010862s
1641515169.601641481s,1641515169.612590036s,1641515169.612730259s,1641515169.601981437s,0.010949s,-0.010749s,0.000100s,0.010849s
1641515169.602269881s,1641515169.613222033s,1641515169.613363185s,1641515169.602600826s,0.010952s,-0.010762s,0.000095s,0.010857s
1641515169.602933594s,1641515169.613888910s,1641515169.614028590s,1641515169.603256258s,0.010955s,-0.010772s,0.000091s,0.010864s
1641515169.603582464s,1641515169.614532588s,1641515169.614668971s,1641515169.603904086s,0.010950s,-0.010765s,0.000093s,0.010858s
1641515169.604147998s,1641515169.615093289s,1641515169.615229065s,1641515169.604513579s,0.010945s,-0.010715s,0.000115s,0.010830s
1641515169.604765721s,1641515169.615716487s,1641515169.615850310s,1641515169.605114531s,0.010951s,-0.010736s,0.000108s,0.010843s
1641515169.605368443s,1641515169.616249765s,1641515169.616421732s,1641515169.605712462s,0.010881s,-0.010709s,0.000086s,0.010795s
1641515169.606028719s,1641515169.616917666s,1641515169.617247872s,1641515169.606482219s,0.010889s,-0.010766s,0.000062s,0.010827s
1641515169.606863478s,1641515169.617818494s,1641515169.618012733s,1641515169.607313280s,0.010955s,-0.010699s,0.000128s,0.010827s
1641515169.607608912s,1641515169.618582363s,1641515169.619399703s,1641515169.608741283s,0.010973s,-0.010659s,0.000157s,0.010816s
1641515169.609095718s,1641515169.620075893s,1641515169.620545299s,1641515169.609845111s,0.010980s,-0.010700s,0.000140s,0.010840s
1641515169.610151576s,1641515169.621144112s,1641515169.621317327s,1641515169.610670703s,0.010993s,-0.010647s,0.000173s,0.010820s
1641515169.610964720s,1641515169.621920557s,1641515169.622079404s,1641515169.611380719s,0.010956s,-0.010699s,0.000129s,0.010827s
1641515169.611679268s,1641515169.622633834s,1641515169.622771017s,1641515169.612029432s,0.010955s,-0.010742s,0.000106s,0.010848s
1641515169.612321731s,1641515169.623209703s,1641515169.623486566s,1641515169.612777106s,0.010888s,-0.010710s,0.000089s,0.010799s
1641515169.613072217s,1641515169.624017828s,1641515169.624129092s,1641515169.613378787s,0.010946s,-0.010750s,0.000098s,0.010848s
1641515169.613661137s,1641515169.624605250s,1641515169.624714849s,1641515169.614003281s,0.010944s,-0.010712s,0.000116s,0.010828s
1641515169.614303027s,1641515169.625240223s,1641515169.625352767s,1641515169.614646473s,0.010937s,-0.010706s,0.000115s,0.010822s
1641515169.614948563s,1641515169.625887452s,1641515169.625995996s,1641515169.615271696s,0.010939s,-0.010724s,0.000107s,0.010832s
1641515169.615565557s,1641515169.626431546s,1641515169.626619801s,1641515169.615821292s,0.010866s,-0.010798s,0.000034s,0.010832s
1641515169.616110830s,1641515169.627050423s,1641515169.627195543s,1641515169.616441098s,0.010940s,-0.010755s,0.000093s,0.010847s
1641515169.616821055s,1641515169.627702677s,1641515169.627939412s,1641515169.617175595s,0.010882s,-0.010764s,0.000059s,0.010823s
1641515169.617486435s,1641515169.628366834s,1641515169.628613297s,1641515169.617911549s,0.010880s,-0.010702s,0.000089s,0.010791s
1641515169.618143638s,1641515169.629020303s,1641515169.629210222s,1641515169.618437655s,0.010877s,-0.010772s,0.000052s,0.010825s
1641515169.618667244s,1641515169.629537901s,1641515169.629739148s,1641515169.618973293s,0.010871s,-0.010766s,0.000052s,0.010818s
1641515169.619224861s,1641515169.630097579s,1641515169.630454825s,1641515169.619707164s,0.010873s,-0.010748s,0.000063s,0.010810s
1641515169.620002223s,1641515169.630951719s,1641515169.631093095s,1641515169.620331033s,0.010949s,-0.010762s,0.000094s,0.010856s
1641515169.620647864s,1641515169.631601124s,1641515169.631743940s,1641515169.621040633s,0.010953s,-0.010703s,0.000125s,0.010828s
1641515169.621341109s,1641515169.632287362s,1641515169.632441761s,1641515169.621694034s,0.010946s,-0.010748s,0.000099s,0.010847s
1641515169.621988103s,1641515169.632880863s,1641515169.633103518s,1641515169.622313944s,0.010893s,-0.010790s,0.000052s,0.010841s
1641515169.622619420s,1641515169.633501020s,1641515169.633716124s,1641515169.622963334s,0.010882s,-0.010753s,0.000064s,0.010817s
1641515169.623290061s,1641515169.634244505s,1641515169.634526040s,1641515169.623825750s,0.010954s,-0.010700s,0.000127s,0.010827s
1641515169.624113518s,1641515169.635159894s,1641515169.635366645s,1641515169.624734678s,0.011046s,-0.010632s,0.000207s,0.010839s
1641515169.624991090s,1641515169.636054578s,1641515169.636282545s,1641515169.625627824s,0.011063s,-0.010655s,0.000204s,0.010859s
1641515169.625953040s,1641515169.636913422s,1641515169.637113997s,1641515169.626473573s,0.010961s,-0.010640s,0.000160s,0.010800s
1641515169.626770871s,1641515169.637767819s,1641515169.637948106s,1641515169.627226038s,0.010997s,-0.010722s,0.000137s,0.010859s
1641515169.627549483s,1641515169.638566919s,1641515169.638754599s,1641515169.628116945s,0.011018s,-0.010638s,0.000190s,0.010828s
1641515169.628498672s,1641515169.639509091s,1641515169.639647427s,1641515169.628924203s,0.011011s,-0.010723s,0.000144s,0.010867s
1641515169.629236658s,1641515169.640184449s,1641515169.640319488s,1641515169.629551666s,0.010948s,-0.010768s,0.000090s,0.010858s
1641515169.629885319s,1641515169.640833342s,1641515169.640968573s,1641515169.630184597s,0.010948s,-0.010784s,0.000082s,0.010866s
1641515169.630492729s,1641515169.641441435s,1641515169.641576987s,1641515169.630826279s,0.010949s,-0.010751s,0.000099s,0.010850s
1641515169.631127692s,1641515169.642015577s,1641515169.642154872s,1641515169.631459419s,0.010888s,-0.010695s,0.000096s,0.010792s
1641515169.631763176s,1641515169.642712118s,1641515169.642857461s,1641515169.632098653s,0.010949s,-0.010759s,0.000095s,0.010854s
1641515169.632403868s,1641515169.643351763s,1641515169.643494931s,1641515169.632712417s,0.010948s,-0.010782s,0.000083s,0.010865s
1641515169.633008361s,1641515169.643957553s,1641515169.644098096s,1641515169.633322796s,0.010949s,-0.010775s,0.000087s,0.010862s
1641515169.633632438s,1641515169.644581070s,1641515169.644721038s,1641515169.633949738s,0.010949s,-0.010771s,0.000089s,0.010860s
1641515169.634187347s,1641515169.645131628s,1641515169.645281515s,1641515169.634560846s,0.010944s,-0.010721s,0.000112s,0.010832s
1641515169.634850540s,1641515169.645799241s,1641515169.645941193s,1641515169.635221017s,0.010949s,-0.010720s,0.000114s,0.010834s
1641515169.635528941s,1641515169.646477830s,1641515169.646621894s,1641515169.635895200s,0.010949s,-0.010727s,0.000111s,0.010838s
1641515169.636192967s,1641515169.647141124s,1641515169.647282307s,1641515169.636533236s,0.010948s,-0.010749s,0.000100s,0.010849s
1641515169.636861056s,1641515169.647752033s,1641515169.647975392s,1641515169.637186115s,0.010891s,-0.010789s,0.000051s,0.010840s
1641515169.637440184s,1641515169.648348542s,1641515169.648563550s,1641515169.637775035s,0.010908s,-0.010789s,0.000060s,0.010849s
1641515169.638024052s,1641515169.648998140s,1641515169.649223163s,1641515169.638536460s,0.010974s,-0.010687s,0.000144s,0.010830s
1641515169.638791205s,1641515169.649828728s,1641515169.650030711s,1641515169.639350906s,0.011037s,-0.010680s,0.000179s,0.010859s
1641515169.639570442s,1641515169.650569589s,1641515169.650783732s,1641515169.640130611s,0.010999s,-0.010653s,0.000173s,0.010826s
1641515169.640461609s,1641515169.651414610s,1641515169.651561649s,1641515169.640911932s,0.010953s,-0.010650s,0.000152s,0.010801s
1641515169.641197147s,1641515169.652186094s,1641515169.652369582s,1641515169.641715180s,0.010989s,-0.010654s,0.000167s,0.010822s
1641515169.641972634s,1641515169.652950475s,1641515169.653134602s,1641515169.642425092s,0.010978s,-0.010710s,0.000134s,0.010844s
1641515169.642661192s,1641515169.653621352s,1641515169.653804008s,1641515169.643158026s,0.010960s,-0.010646s,0.000157s,0.010803s
1641515169.643483502s,1641515169.654367621s,1641515169.654567013s,1641515169.643865491s,0.010884s,-0.010701s,0.000091s,0.010793s
1641515169.644171123s,1641515169.655119266s,1641515169.655271682s,1641515169.644485818s,0.010948s,-0.010786s,0.000081s,0.010867s
1641515169.644844524s,1641515169.655793407s,1641515169.655936767s,1641515169.645215939s,0.010949s,-0.010721s,0.000114s,0.010835s
1641515169.645451830s,1641515169.656320381s,1641515169.656518332s,1641515169.645757254s,0.010869s,-0.010761s,0.000054s,0.010815s
1641515169.645994134s,1641515169.656868347s,1641515169.657062522s,1641515169.646291589s,0.010874s,-0.010771s,0.000052s,0.010823s
1641515169.646527168s,1641515169.657408185s,1641515169.657588504s,1641515169.646801445s,0.010881s,-0.010787s,0.000047s,0.010834s
1641515169.647035825s,1641515169.657909047s,1641515169.658102358s,1641515169.647317030s,0.010873s,-0.010785s,0.000044s,0.010829s
1641515169.647590265s,1641515169.658538516s,1641515169.658679827s,1641515169.647939284s,0.010948s,-0.010741s,0.000104s,0.010844s
1641515169.648245385s,1641515169.659193329s,1641515169.659335313s,1641515169.648547840s,0.010948s,-0.010787s,0.000080s,0.010868s
1641515169.648800710s,1641515169.659745679s,1641515169.659886734s,1641515169.649173271s,0.010945s,-0.010714s,0.000116s,0.010829s
1641515169.649385880s,1641515169.660330700s,1641515169.660473420s,1641515169.649696304s,0.010945s,-0.010777s,0.000084s,0.010861s
1641515169.649943914s,1641515169.660832522s,1641515169.660975658s,1641515169.650229858s,0.010889s,-0.010746s,0.000071s,0.010817s
1641515169.650567575s,1641515169.661734567s,1641515169.661917542s,1641515169.651179881s,0.011167s,-0.010738s,0.000215s,0.010952s
1641515169.651475617s,1641515169.662354020s,1641515169.662566563s,1641515169.651785937s,0.010878s,-0.010781s,0.000049s,0.010830s
1641515169.652121882s,1641515169.663069985s,1641515169.663219168s,1641515169.652501578s,0.010948s,-0.010718s,0.000115s,0.010833s
1641515169.652797575s,1641515169.663706430s,1641515169.663861854s,1641515169.653110655s,0.010909s,-0.010751s,0.000079s,0.010830s
1641515169.653361650s,1641515169.664246652s,1641515169.664394235s,1641515169.653655668s,0.010885s,-0.010738s,0.000073s,0.010812s
1641515169.653914736s,1641515169.664795962s,1641515169.664989913s,1641515169.654283391s,0.010881s,-0.010707s,0.000087s,0.010794s
1641515169.654498344s,1641515169.665447575s,1641515169.665587702s,1641515169.654822935s,0.010949s,-0.010765s,0.000092s,0.010857s
1641515169.655071326s,1641515169.666017461s,1641515169.666166356s,1641515169.655465346s,0.010946s,-0.010701s,0.000123s,0.010824s
1641515169.655754154s,1641515169.666624306s,1641515169.666824241s,1641515169.656086193s,0.010870s,-0.010738s,0.000066s,0.010804s
1641515169.656385107s,1641515169.667293007s,1641515169.667512046s,1641515169.656727511s,0.010908s,-0.010784s,0.000062s,0.010846s
1641515169.657020747s,1641515169.667908653s,1641515169.668121932s,1641515169.657347317s,0.010888s,-0.010775s,0.000057s,0.010831s
1641515169.657642845s,1641515169.668623850s,1641515169.668832361s,1641515169.658143794s,0.010981s,-0.010689s,0.000146s,0.010835s
1641515169.658439269s,1641515169.669431462s,1641515169.669639718s,1641515169.658990897s,0.010992s,-0.010649s,0.000172s,0.010821s
1641515169.659285852s,1641515169.670256771s,1641515169.670561186s,1641515169.659902168s,0.010971s,-0.010659s,0.000156s,0.010815s
1641515169.660319678s,1641515169.671345886s,1641515169.671555582s,1641515169.660885577s,0.011026s,-0.010670s,0.000178s,0.010848s
1641515169.661314337s,1641515169.672319738s,1641515169.672523834s,1641515169.661869766s,0.011005s,-0.010654s,0.000176s,0.010830s
1641515169.662299308s,1641515169.673245398s,1641515169.673521749s,1641515169.662756141s,0.010946s,-0.010766s,0.000090s,0.010856s
1641515169.663180839s,1641515169.674126323s,1641515169.674399730s,1641515169.663657881s,0.010946s,-0.010742s,0.000102s,0.010844s
1641515169.664019140s,1641515169.674968623s,1641515169.675112655s,1641515169.664400503s,0.010950s,-0.010712s,0.000119s,0.010831s
1641515169.664732229s,1641515169.675685580s,1641515169.675831052s,1641515169.665055206s,0.010953s,-0.010776s,0.000089s,0.010865s
1641515169.665384849s,1641515169.676333674s,1641515169.676476329s,1641515169.665781889s,0.010949s,-0.010694s,0.000127s,0.010822s
1641515169.666106272s,1641515169.677052743s,1641515169.677234182s,1641515169.666458520s,0.010947s,-0.010776s,0.000085s,0.010861s
1641515169.666754985s,1641515169.677704100s,1641515169.677852067s,1641515169.667095097s,0.010949s,-0.010757s,0.000096s,0.010853s
1641515169.667509951s,1641515169.678458369s,1641515169.678705632s,1641515169.667957617s,0.010948s,-0.010748s,0.000100s,0.010848s
1641515169.668321011s,1641515169.679270749s,1641515169.679411197s,1641515169.668685186s,0.010950s,-0.010726s,0.000112s,0.010838s
1641515169.668937744s,1641515169.679819035s,1641515169.679962810s,1641515169.669214626s,0.010881s,-0.010748s,0.000067s,0.010815s
1641515169.669402807s,1641515169.680286361s,1641515169.680472696s,1641515169.669743024s,0.010884s,-0.010730s,0.000077s,0.010807s
1641515169.670058448s,1641515169.681002838s,1641515169.681144694s,1641515169.670433509s,0.010944s,-0.010711s,0.000117s,0.010828s
1641515169.670721432s,1641515169.681608852s,1641515169.681943538s,1641515169.671167484s,0.010887s,-0.010776s,0.000056s,0.010832s
1641515169.671466345s,1641515169.682419632s,1641515169.682620943s,1641515169.671891199s,0.010953s,-0.010730s,0.000112s,0.010841s
1641515169.672181466s,1641515169.683067181s,1641515169.683279437s,1641515169.672520433s,0.010886s,-0.010759s,0.000063s,0.010822s
1641515169.672815283s,1641515169.683812618s,1641515169.684098185s,1641515169.673459205s,0.010997s,-0.010639s,0.000179s,0.010818s
1641515169.673755045s,1641515169.684794662s,1641515169.685000837s,1641515169.674359903s,0.011040s,-0.010641s,0.000199s,0.010840s
1641515169.674658608s,1641515169.685646115s,1641515169.685880258s,1641515169.675162734s,0.010988s,-0.010717s,0.000135s,0.010852s
1641515169.675458522s,1641515169.686428991s,1641515169.686616127s,1641515169.675955200s,0.010971s,-0.010661s,0.000155s,0.010816s
1641515169.676257239s,1641515169.687223772s,1641515169.687413755s,1641515169.676843034s,0.010967s,-0.010571s,0.000198s,0.010769s
1641515169.677278877s,1641515169.688258744s,1641515169.688402583s,1641515169.677647532s,0.010980s,-0.010755s,0.000112s,0.010867s
1641515169.678131449s,1641515169.689081460s,1641515169.689225460s,1641515169.678532657s,0.010950s,-0.010693s,0.000129s,0.010821s
1641515169.678833132s,1641515169.689781585s,1641515169.689923665s,1641515169.679182672s,0.010948s,-0.010741s,0.000104s,0.010845s
1641515169.679485596s,1641515169.690433295s,1641515169.690583278s,1641515169.679813624s,0.010948s,-0.010770s,0.000089s,0.010859s
1641515169.680114621s,1641515169.691061868s,1641515169.691204811s,1641515169.680430722s,0.010947s,-0.010774s,0.000087s,0.010861s
1641515169.680751979s,1641515169.691701097s,1641515169.691842185s,1641515169.681111519s,0.010949s,-0.010731s,0.000109s,0.010840s
1641515169.681407724s,1641515169.692356903s,1641515169.692498118s,1641515169.681733930s,0.010949s,-0.010764s,0.000092s,0.010857s
1641515169.682037062s,1641515169.692985796s,1641515169.693126307s,1641515169.682372851s,0.010949s,-0.010753s,0.000098s,0.010851s
1641515169.682664524s,1641515169.693561058s,1641515169.693798369s,1641515169.683095784s,0.010896s,-0.010703s,0.000097s,0.010800s
1641515169.683400844s,1641515169.694354110s,1641515169.694514238s,1641515169.683812051s,0.010953s,-0.010702s,0.000126s,0.010828s
1641515169.684066120s,1641515169.694983004s,1641515169.695188891s,1641515169.684411440s,0.010917s,-0.010777s,0.000070s,0.010847s
1641515169.684789522s,1641515169.695738425s,1641515169.695940728s,1641515169.685258023s,0.010949s,-0.010683s,0.000133s,0.010816s
1641515169.685511935s,1641515169.696511029s,1641515169.696818388s,1641515169.686123876s,0.010999s,-0.010695s,0.000152s,0.010847s
1641515169.686377528s,1641515169.697391602s,1641515169.697699536s,1641515169.687057440s,0.011014s,-0.010642s,0.000186s,0.010828s
1641515169.687302497s,1641515169.698293390s,1641515169.698692780s,1641515169.688054651s,0.010991s,-0.010638s,0.000176s,0.010815s
1641515169.688303146s,1641515169.699305706s,1641515169.699495145s,1641515169.688799512s,0.011003s,-0.010695s,0.000154s,0.010849s
1641515169.689141707s,1641515169.700073382s,1641515169.700410725s,1641515169.689774378s,0.010932s,-0.010637s,0.000148s,0.010784s
1641515169.690081260s,1641515169.700993347s,1641515169.701137378s,1641515169.690383247s,0.010912s,-0.010754s,0.000079s,0.010833s
1641515169.690685285s,1641515169.701633664s,1641515169.701774495s,1641515169.691050919s,0.010948s,-0.010724s,0.000112s,0.010836s
1641515169.691321967s,1641515169.702267069s,1641515169.702470332s,1641515169.691763019s,0.010945s,-0.010707s,0.000119s,0.010826s
1641515169.692054328s,1641515169.702937435s,1641515169.703122330s,1641515169.692409544s,0.010883s,-0.010713s,0.000085s,0.010798s
1641515169.692757834s,1641515169.703703223s,1641515169.703845015s,1641515169.693145447s,0.010945s,-0.010700s,0.000123s,0.010822s
1641515169.693474152s,1641515169.704426676s,1641515169.704565844s,1641515169.693795879s,0.010953s,-0.010770s,0.000091s,0.010861s
1641515169.694125261s,1641515169.705072690s,1641515169.705210513s,1641515169.694520635s,0.010947s,-0.010690s,0.000129s,0.010819s
1641515169.694860799s,1641515169.705748175s,1641515169.705886702s,1641515169.695164765s,0.010887s,-0.010722s,0.000083s,0.010805s
1641515169.695495346s,1641515169.706443244s,1641515169.706587627s,1641515169.695827020s,0.010948s,-0.010761s,0.000094s,0.010854s
1641515169.696094578s,1641515169.706965834s,1641515169.707162441s,1641515169.696440316s,0.010871s,-0.010722s,0.000075s,0.010797s
1641515169.696790011s,1641515169.707750342s,1641515169.707955654s,1641515169.697201271s,0.010960s,-0.010754s,0.000103s,0.010857s
1641515169.697532581s,1641515169.708489699s,1641515169.708693378s,1641515169.697908683s,0.010957s,-0.010785s,0.000086s,0.010871s
1641515169.698247702s,1641515169.709212352s,1641515169.709416479s,1641515169.698750109s,0.010965s,-0.010666s,0.000149s,0.010816s
1641515169.699079075s,1641515169.710074717s,1641515169.710278172s,1641515169.699695496s,0.010996s,-0.010583s,0.000206s,0.010789s
1641515169.699971180s,1641515169.710935897s,1641515169.711127064s,1641515169.700413273s,0.010965s,-0.010714s,0.000125s,0.010839s
1641515169.700777917s,1641515169.711790006s,1641515169.711998837s,1641515169.701373296s,0.011012s,-0.010626s,0.000193s,0.010819s
1641515169.701706116s,1641515169.712661490s,1641515169.712834705s,1641515169.702174981s,0.010955s,-0.010660s,0.000148s,0.010808s
1641515169.702511187s,1641515169.713524398s,1641515169.713711245s,1641515169.702924843s,0.011013s,-0.010787s,0.000113s,0.010900s
1641515169.703256465s,1641515169.714208075s,1641515169.714404747s,1641515169.703691475s,0.010952s,-0.010713s,0.000119s,0.010833s
1641515169.704113256s,1641515169.715061672s,1641515169.715204359s,1641515169.704446649s,0.010948s,-0.010758s,0.000095s,0.010853s
1641515169.704912597s,1641515169.715862181s,1641515169.716001124s,1641515169.705301513s,0.010950s,-0.010700s,0.000125s,0.010825s
1641515169.705631156s,1641515169.716579874s,1641515169.716723585s,1641515169.705936528s,0.010949s,-0.010787s,0.000081s,0.010868s
1641515169.706219086s,1641515169.717167423s,1641515169.717306590s,1641515169.706542844s,0.010948s,-0.010764s,0.000092s,0.010856s
1641515169.706880873s,1641515169.717773725s,1641515169.718029627s,1641515169.707267861s,0.010893s,-0.010762s,0.000065s,0.010827s
1641515169.707600160s,1641515169.718553849s,1641515169.718693721s,1641515169.708000066s,0.010954s,-0.010694s,0.000130s,0.010824s
1641515169.708330698s,1641515169.719288278s,1641515169.719432342s,1641515169.708737947s,0.010958s,-0.010695s,0.000132s,0.010826s
1641515169.709072226s,1641515169.720023283s,1641515169.720162643s,1641515169.709375879s,0.010951s,-0.010787s,0.000082s,0.010869s
1641515169.709704324s,1641515169.720662032s,1641515169.720801552s,1641515169.710013915s,0.010958s,-0.010788s,0.000085s,0.010873s
1641515169.710350850s,1641515169.721299278s,1641515169.721441613s,1641515169.710664347s,0.010948s,-0.010777s,0.000086s,0.010863s
